name,fileorder,number,parkprop,borough,parkname,parknumber,commboard,council,Location,extant,dedicated,cast,descrip,dimen,sponsor,materials,foundry,fabricator,sculptor,architect,donor,maintain,contractor,created,Name2,Name3,MaintainedByParks,Installation,Rededication,Cost,Categories,inscribed
Amalgamated Dwellings Plaque,Amalgamated Dwellings Plaque,18,N,Manhattan,,,3,2,East Broadway and Columbia Street,N,"January 11, 1941",ca. 1941,Plaque on exterior wall,,,Bronze,,,,,tenant-owners of the Amalgamated Dwellings,,,07/01/1993,,,,,,,,"THE AMALGAMATED DWELLINGS / A COOPERATIVE APARTMENT HOUSE / OWNED AND OPERATED BY ITS RESIDENTS. / THE CONSTRUCTION OF THIS BUILDING IN 1930 WAS A PIONEER / EFFORT TOWARDS RAISING THE STANDARDS OF HOUSING ON THE / LOWER EAST SIDE BY METHODS OF SELF-HELP. IT WAS MADE / POSSIBLE THROUGH THE VISION AND FINANCIAL ASSISTANCE OF / HIS EXCELLENCY / HERBERT H. LEHMAN GOVERNOR OF THE STATE OF NEW YORK / AND / MR. AARON RABINOWITZ / FORMER MEMBER OF THE STATE BOARD OF HOUSING / AS WELL AS THE UNSELFISH EFFORTS OF THE / MEMBERS OF THE ORIGINAL BOARD OF DIRECTORS / HENRY BRUERE SIDNEY HILLMAN / ADOLPH HELD ABRAHAM E. KAZAN / ROBERT SZOLD / ON THE OCCASION OF THE TENTH ANNIVERSARY OF THIS BUILDING / ITS TENANT-OWNERS HAVE CAUSED THIS TABLET TO BE PLACED AS / AN EXPRESSION OF THEIR GRATITUDE TO THESE MEN WHO KNEW THAT / THE BEST HELP IS THAT WHICH HELPS OTHERS TO HELP THEMSELVES. / JANUARY 11, 1941 / TENANT OWNERS / BY / WILLIAM BERMAN, CHAIRMAN SAUL PRICE, SECRETARY "
American Antelopes,American Antelopes,1898,O,Manhattan,Central Park,M010,7,8,"Central Park Zoo; School, center of east façade",Y,1935,1935,bas-relief,,,Indiana limestone,,,Frederick George Richard Roth,Aymar Embury II,,,,07/01/1993,,,,,,,,[signed] F.G.R. ROTH
American Bison Society Plaque,American Bison Society Plaque,20,O,the Bronx,Bronx Park,X002,14,12,"Bronx Zoo, wall left of entrance to Lion House (?)",Y,,,Plaque on brick wall,"H: 2' W: 3' D: ½""",,Bronze,,,,,American Bison Society,,,07/01/1993,,,,,,, Animal: other,"THE AMERICAN BISON SOCIETY / WHICH DID MORE THAN ANY OTHER AGENCY / TO SAVE THE BUFFALO / FOR YOU WHO READ THIS INSCRIPTION, / WAS FOUNDED BY FRIENDS OF ALL WILD LIFE / IN THIS BUILDING / DECEMBER 8, 1905 "
American Boy,American Boy,21,Y,the Bronx,Pelham Bay Park,X039,0,13,"Bruckner Blvd, Eastchester, Hutchinson; Between track and tennis courts",Y,1932,ca. 1932,Standing male figure with plaque mounted on front of pedestal,"Figure H: 15'; Plaque H: 2'1"" W: 2'9""",,Figure and pedestal--Indiana limestone; plaque--bronze,,,Louis Saint-Lanne,,Wife and children of Isaac L. Rice,,,07/01/1993,,,Y         ,,07/22/2005,7000.00, Sculpture,"AMERICAN BOY / 1932 / PELHAM BAY PARK / THIS LIMESTONE SCULPTURE ONCE STOOD AT THE TOP OF THE GRANDSTAND OF RICE STADIUM IN PELHAM BAY PARK. / THE STADIUM, BUILT IN THE EARLY 1920S AND FUNDED THROUGH A GIFT OF JULIA RICE IN MEMORY OF HER LATE / HUSBAND ISAAC RICE, WAS DEMOLISHED IN 1989. THE STATUE WAS RESTORED IN 2002 , AND REINSTALLED IN 2004.  / IT HAS BEEN PLACED ON A NEW PEDESTAL NOT FAR FROM ITS ORIGINAL LOCATION. KNOWN AS THE AMERICAN BOY, / THIS STATUE WAS SCULPTED BY LOUIS ST. LANNES. THE PIECE WAS INTENDED TO REFLECT AN IDEAL OF YOUTH. / THE ORIGINAL PLAQUE TEXT READ: /   ""YOUTH IS ENTITLED TO FREEDOM / THE FUTURE OF CIVILIZATION DEPENDS / UPON OUR CHILDREN. IT IS / ESSENTIAL IF WE CAN HOPE FOR HUMAN / PROGRESS. THAT CHILDREN SHOULD BE / UNFETTERED BY THE DOMINATION / AND THE CONVENTIONS OF THE PAST. / WE OWE TO YOUTH AN UNTRAMMELED / HAPPINESS GUIDED BUT NOT STULTIFIED / BY STERN OBEDIENCE TO RIGID / RULES SET DOWN BY THEIR ELDERS. / THE PROPER SPIRIT OF PLAY MUST BE / ENCOURAGED: IT IS THE NATURAL..."
Antonio Meucci Memorial,,1028,Y,Brooklyn,Meucci Square,B242,15,47,"86th Street, Avenue U, West 12th Street",Y,"April 24, 1989",,Stele on base,"H: 62"" W: 52"" D:40"" Diameter: 52""",,Granite,,Ottavino,,,Italian Historical Society,,,07/01/1993,,,Y         ,,,, Scientist/Inventor,"ANTONIO MEUCCI / 1808-1889 / FATHER OF THE TELEPHONE / FIRST U.S. PATENT CAVEAT 3335 / DEC. 28, 1871 / ERECTED AD MCMLXXXIX / ITALIAN HISTORICAL SOCIETY / JOHN LA CORTE - FOUNDER / A. OTTAVINO - DONOR/"
American Flagstaff,American Flagstaff,22,N,the Bronx,Greenstreet,XZ121,7,11,intersection of Bainbridge and Jerome Avenues,Y,ca. 1975 (?),ca. 1975 (?),flagstaff on octagonal base with ten plaques,"base h 2'6"" x w 7'5"" x d 7'5""; plaque h 6"" x w 8¾""",,base--concrete; plaques--bronze,,,,,,,,07/01/1993,,,,,,," Vietnam War, War Memorial","1) ""WILLIAM WHITE / SGT. U.S.A.F. / 1932-1970""  2) ""FRANCIS BURKE / PFC 3RD. DIV. U.S.M.C. / 1939-1969""  3) ""RAYMOND INSLEE / SGT. 173RD. ABN. BGD. U.S. ARMY / 1950-1970""  4) ""MICHAEL T. SMITH / P.F.C. U.S. ARMY / 1941-1965""  5) ""BUILT / BY AMERICANS / FOR AMERICANS""  6) ""JAMES SHARKEY / SGT. 1ST. AIR CAV. DIV. / 1943-1971""  7) ""JAMES M. MCDONOUGH / L. CPL. 2ND. DIV. U.S.M.C. / 1951-1971""  8) ""LEE STONEHOUSE / P.F.C. 101ST. ABN. DIV. / U.S. ARMY / 1944-1968""  9) ""ALAN G. BARETTI / P.F.C. U.S. ARMY / 1946-1968""  10) ""GERARD DUNNE / SGT. 1ST DIV. U.S. ARMY / 1946-1968"" "
American Legion Flagstaff,American Legion Flagstaff,23,Y,Manhattan,St. Catherine's Park,M079,8,5,"1st Avenue, East 67th and East 68th Streest",N,November 1941,1941,"Flagstaff on base, plaque","Original plaque H: 1'3"" W: 1'10""; Replacement tablet H: 1'4"" W: 1'8""",,Base--cast stone; Original plaque--bronze; Replacement tablet--granite with bronze decorations,,,,,"Col. Francis Vigo Post No. 1093, American Legion",,,07/01/1993,,,,,,," World War I, War Memorial",[original plaque and replacement tablet:] THIS MEMORIAL IS DEDICATED / TO THOSE WHO GAVE / THEIR LIVES IN THE / WORLD WAR 1917-1918 / AMERICAN LEGION / ERECTED NOVEMBER 1941/ COL. FRANCIS VIGO POST NO. 1093 / FOR LIBERTY FREEDOM JUSTICE
American Memorial to Six Million Jews of Europe,American Memorial to Six Million Jews of Europe,24,Y,Manhattan,Riverside Park,M071,7,6,83rd Street Esplanade,Y,1947,1947,Tablet set in walk,"H: 3'11"" W: 3'11"" D: 4""",,Barre granite,,,,,"American Memorial to Six Million Jews of Europe, Inc.",,,07/01/1993,Warsaw Ghetto,,Y         ,,,," War Memorial, World War II, Holocaust",THIS IS THE SITE FOR / THE AMERICAN MEMO- / RIAL TO THE HEROES OF / THE WARSAW GHETTO / BATTLE APRIL-MAY 1943 / AND TO THE SIX MIL- / LION JEWS OF EUROPE / MARTYRED IN THE CAUSE / OF HUMAN LIBERTY
American Merchant Mariners Memorial,American Merchant Mariners Memorial,1939,N,Manhattan,Battery Park,M005,1,1,"Breakwater extension, section D",Y,"October 8, 1991",1991,"Three figures on boat, one figure is trying to grasp another figure that is in the water","group h 10'6"" x l 24' x w 8'; pedestal h 6' x l 30' x w 12'",,Figures--bronze; lifeboat--fiber-reinforced concrete; concrete,"TALLIX, Beacon, NY",,Marisol Escobar,,"$250,000; American Merchant Mariners' Memorial, Inc., c/o Joan Samsen Associates; tel. (212) 772-9363",,,07/01/1993,,,,,,," Sculpture, Soldier, War Memorial",
American Merchant Mariners Memorial Plaque,American Merchant Mariners Memorial Plaque,1779,Y,Manhattan,Battery Park,M005,1,1,"Breakwater extension, section D",Y,"October 8, 1991",1991,Plaque on base,,,"Bronze, granite",,A. Ottavino Corp.,,,American Merchant Mariners' Memorial Inc.,,,07/01/1993,,,Y         ,,,," Soldier, War Memorial, World War I","AMERICAN MERCHANT MARINERS' MEMORIAL / DEDICATED TO ALL MERCHANT MARINERS WHO HAVE SERVED AMERICA FROM THE REVOLUTIONARY WAR THROUGH THE PRESENT DAY. / IN THE PROSECUTION OF WAR AND IN PURSUIT OF PEACEFUL COMMERCE, UNRECOGNIZED THOUSANDS HAVE LOST THEIR LIVES AT SEA. / THEIR SACRIFICES HAVE HELPED SECURE AMERICA'S LIBERTY AND PROSPERITY. / THE SCULPTURE WAS INSPIRED BY A PHOTOGRAPH OF THE VICTIMS OF A SUBMARINE ATTACK ON AN AMERICAN MERCHANT SHIP / DURING WORLD WAR II. LEFT TO THE PERILS OF THE SEA, THE SURVIVORS LATER PERISHED. / THIS MEMORIAL SERVES AS A MARKER FOR / AMERICA'S MERCHANT MARINERS RESTING IN THE UNMARKED OCEAN DEPTHS / IN RECOGNITION AND APPRECIATION / U.S. SENATOR JOHN O. BREAUX / U.S. REPRESENTATIVE WALTER B. JONES --- U.S. REPRESENTATIVE HELEN DELICH BENTLEY / U.S. MARITIME ADMINISTRATOR CAPTAIN WARREN G. LEBACK / AMERICA'S MARITIME LABOR --- AMERICA'S MERCHANT MARINERS --- AMERICA'S MARITIME INDUSTRY / BATTERY PARK CITY AUTHORITY / AMERICAN MERCHANT MARINERS' MEMORIAL INCORPORATED / LANE K..."
American Museum of Natural History Plaque,American Museum of Natural History Plaque,26,O,Manhattan,Theodore Roosevelt Park,M053,7,6,"Power and Service Building, Columbus Avenue at 80th Street",M,1931,ca. 1931,Plaque,,,Bronze,,,,Lowbridge and Livingston,$100,,,07/01/1993,,,,,,,,
American Museum of Natural History Tablet,American Museum of Natural History Tablet,1078,Y,Manhattan,Central Park,M010,7,8,The Arsenal Gallery,Y,"January 13, 1929",ca. 1929,Tablet,"H: 2'6"" W: 1'10""",,Carrara marble with bronze letters,,,,,American Museum of Natural History,,,07/01/1993,,,Y         ,,,,,"THE ARSENAL BUILDING / CENTRAL PARK NEW YORK CITY / THE FIRST HOME OF / THE AMERICAN MUSEUM / OF NATURAL HISTORY / FROM 1869 TO 1877 / THIS TABLET IS ERECTED BY / DIRECTION OF / THE BOARD OF TRUSTEES OF / THE AMERICAN MUSEUM / JANUARY 13, 1929 /  "
American Redout Marker,American Redoubt Marker,27,Y,Manhattan,Fort Washington Park,M028,12,7,"Promontory north of George Washington Bridge, southwest of railroad trestle near 180th Street (cross at 181st Street Pedestrian Bridge and proceed south on greenway)",Y,"November 16, 1910",1910,"Large boulder resting on several medium-sized boulders, supported by about a dozen small boulders",,,Boulders and concrete,,,,Reginald Pelham Bolton,"Fort Washington Chapter, Daughters of the American Revolution",,,07/01/1993,,,Y         ,,,," Revolutionary War, War Memorial","1) large boulder, front: ""AMERICAN / REDOUT [sic] / 1776""  2) medium-sized boulder, front: ""[WASHI]NGTON / [CHA]PTER / D A R / 1910"""
Americans Creed,Americans Creed,28,N,Brooklyn,,,16,37,"P.S. 73, MacDougal Street and Rockaway Avenue",Y,1923,ca. 1923,plaque,,,bronze,,Anodion Metal Company,,,$50; gift,,,07/01/1993,,,,,,,,
Amiable Child Memorial,"Pollock, St. Claire",1206,Y,Manhattan,Riverside Park,M071,9,9,Riverside Drive at West 124th Street,Y,"May 3, 1967",1967,Funeral urn on pedestal marking grave,"Urn H: 2'4"" W: 1'1"" D: 1'1""; Pedestal H: 2'4"" W: 2' D: 2'; Total H: 4'7"" (approximate)",,Original headstone--sandstone; First replacement urn and pedestal--white Vermont marble; Second replacement urn and pedestal--light grey Barre granite,,,,,,,,07/01/1993,St. Claire Pollock Memorial,,Y         ,,,,,"1) pedestal, east face: ""ERECTED TO THE MEMORY / OF AN AMIABLE CHILD / ST. CLAIRE POLLOCK / DIED 15 JULY 1797 / IN THE FIFTH YEAR OF HIS AGE""  2) ""'MAN THAT IS BORN OF WOMAN / IS OF FEW DAYS AND FULL / OF TROUBLE. HE COMETH / LIKE A FLOWER AND IS / CUT DOWN; HE FLEETH ALSO / AS A SHADOW AND / CONTINUETH NOT.' / [space] JOB - XIV: 1-2"""
Elliman,elliman,445,Y,Queens,,,0,0,"Jamaica and Madison Avenues, Flushing",M,1896,,Fountain,,,,,,,,Gift,,,07/01/1993,,,,,,,,
Andrew Haswell Green,,638,Y,Manhattan,Central Park,M010,7,8,"East Drive, opposite 104th Street",Y,1928,,Memorial seat,"H: 4'11"" W: 12'5"" D: 2'7""",,Tennessee pink marble,,,John V. & M.V. Van Pelt,,Gift,,,07/01/1993,,,Y         ,,,, Civic Leader,"1820  IN HONOR OF ANDREW HASWELL GREEN  1903/DIRECTING GENIUS OF CENTRAL PARK IN ITS FORMATIVE PERIOD / FATHER OF GREATER NEW YORK, THIS EMINENCE WAS/NAMED H. GREEN HILL / THESE FIVE SYMBOLICAL TREES WERE PLANTED / AND THIS SEAT WAS ERECTED ORIGINALLY AT E. SIDE OF EAST DRIVE, MOVED C. 1976 TO W. SIDE OF EAST DRIVE AT 104TH ST."
Andrew Heiskell Plaza,"Heiskell, Andrew",1785,Y,Manhattan,Bryant Park,M008,5,3,Northwest corner (street level),Y,"April 20, 1993",ca. 1993,"Square paved with flagstones with broad stairway enclosed by two sidewalls, top stones inscribed on stairside",,,Granite,,,,,Bryant Park Restoration Corporation,,,01/27/1998,,,,,,"$2,820",,ANDREW HEISKELL PLAZA
Andrew Jackson,,791,Y,Manhattan,Highbridge Park,M037,12,7,181st Street and Amsterdam Avenue,N,"June 18, 1912",,2 drinking fountains - horses & humans,"H: 3'6"" D: 3'",,Deer Isle granite,,,,,Andrew Jackson n.s.u.s.d. 1812 ny,,,07/01/1993,,,,,,," War of 1812, War Memorial, US President","IN MEMORY OF / ANDREW JACKSON / SOLDIER AND STATESMAN / HERO OF THE BATTLE OF NEW ORLEANS / JANUARY 8 1815; ERECTED BY THE N.S.U.S.D. 1812 N.Y. ANDREW JACKSON CHAPTER / JUNE 18, 1912 "
Andrew Jackson,,792,N,Manhattan,,,8,11,"MARINE MUSEUM, MUS. CITY OF NY; 5th ave at 103rd st",Y,1936,,statue,,,,,statue made in 1830,,,william b leeds,,,07/01/1993,,,,,,,,"THIS STATUE WAS COMPLETED IN 1830.  WILLIAM B. LEEDS GAVE IT TO THE SEAWANHAKA CORINTHIAN YACHT CLUB, OYSTER BAY WHICH GAVE IT TO THE MUSEUM "
Anna Atkins Heckscher,,697,Y,Manhattan,Central Park,M010,7,8,Heckscher Playground; Recreation Building west side architrave,Y,,,Tablet,"H: 12"" W: 18""",,Bronze,,,,,,,,07/01/1993,,,Y         ,,,, Women,"ANNA ATKINS HECKSCHER / IN MEMORIAM / SOPHIE IRENE LOEB, JOHN H. TENNANT / GEORGE P. NICHOLSON / TRUSTEES  "
Anna Brett,"Brett, Anna",149,N,Queens,Admiral Park,Q338,11,19,PUBLIC SCHOOL 94; 41-83 Little Neck Parkway,Y,,,Plaque,,,Bronze,,,,,Gift of Parents Association,,,07/01/1993,,,,,,,,
Anna Rosenberg Hoffman,,732,O,Manhattan,,,8,4,"5TH AVE, EAST SIDE; Fifth Avenue between 79th and 80th Streets; east side of street",Y,"September, 1962",,Tablet,"H: 10 ¼""  W: 18 ¼""",,Bronze,Foreman Bronze Co,,,,Mrs. Lasker,,,07/01/1993,,,,,,, Women,"TO COMMEMORATE THE PLANTING / OF TWENTY ONE TREES / IN HONOR OF/ ANNA ROSENBERG HOFFMAN / CO CHAIRMAN OF NEW YORK SALUTE TO SEASONS / FOR HER UNTIRING EFFORTS TO / BEAUTIFY OUR CITY/ PRESENTED BY A GRATEFUL NEW YORKER / 1962 TABLET SET ON CEMENT 1"" EXPOSED ALL AROUND  TREES ON 5TH AVE. E. 79TH ST TO E.96TH ST"
Annadale Memorial,Annadale Memorial,39,Y,Staten Island,Annadale Park,R080,3,1,,Y,ca. 1953,ca. 1953,Plaque mounted on boulder,"Plaque H: 2' W: 1'5½"" D: ¼""",,Bronze,,,,,,,,07/01/1993,,,Y         ,,,," World War II, Korean War, War Memorial","IN MEMORY OF / THE RESIDENTS OF ANNADALE / WHO GAVE THEIR LIVES / IN WORLD WAR II / WALTER BERNERT --- JAMES JOHNSON / RICHARD G. BLANKE --- PAUL R. LAGNO / JOHN DALLAND, SR. --- ALF L. LARSEN / IGNATIUS J. EDELKRAUT --- HARRY MALONE / WILLIAM J. HUGHES --- ROBERT E. OST / PETER STORHAUG /---/ KOREAN WAR / THEODORE GEORGE /  "
Anne Hutchins,,760,Y,the Bronx,,,0,0,SPLIT ROCK RD; 1 mile from pelham bridge road,N,,,,"36'l x 21'6""d",,,,,,,,,,07/01/1993,,,,,,, Women,
Annie Poth,,1213,Y,Manhattan,Central Park,M010,7,8,On walk southeast of Mall,M,1935,,Plaque on plinth,"Plaque H: 6"" W: 9 1/2""; Plinth H: 12"" W: 16"" D: 8""",,"Bronze, cast stone",,,,,Companions of the Forests of America,,,07/01/1993,,,,,,, Women,"IN MEMORY OF / ANNIE E. POTH / HUMANITARIAN AND FRATERNALIST / BORN MARCH 13, 1872 / DIED AUGUST 29, 1934 / DEDICATED BY / COMPANIONS OF THE FORESTS / OF AMERICA/  "
Anthony R. Gaeta Memorial,"Gaeta, Anthony R.",1922,Y,Staten Island,Anthony R. Gaeta Park,R126,1,49,"Wyona Avenue, Willow Road, East Blvd., Victory Blvd.",Y,"October 22, 1994",1994,Relief plaque mounted on face of slab,"Plaque H: 1'6"" at center and 1'3"" at sides W: 2'6""",,Plaque--bronze; slab--Canadian granite,Modern Art Foundry,,,,,,,10/13/1998,,,Y         ,,,"$5,900; DPR (capital funds)", Public Servant,"ANTHONY R. GAETA / 1927-1988 / ""KNOW WHAT YOUR VALUES ARE IN LIFE - THEN TOUGH DECISIONS ARE NOT HARD TO MAKE."" / BOROUGH PRESIDENT OF STATEN ISLAND / 1977-1984 / IN APPRECIATION OF HIS ACHIEVEMENTS - OUTSTANDING LEADERSHIP IN THIRTY-NINE / YEARS OF DISTINGUISHED PUBLIC SERVICE, HIS CONTRIBUTION TO THE RESTORATION OF / THE ALICE AUSTEN HOUSE, AND HIS ROLE IN THE OFFICIAL DESIGNATION OF THE GREENBELT. / PARK DEDICATED OCTOBER 22, 1994 / RUDOLPH W. GIULIANI, MAYOR OF THE CITY OF NEW YORK / GUY V. MOLINARI, BOROUGH PRESIDENT OF STATEN ISLAND / HENRY J. STERN, COMMISSIONER OF PARKS & RECREATION / "
Antonin Dvorak,"Dvorak, Antonin",1784,Y,Manhattan,Stuyvesant Park,M086,6,2,Northeast corner,Y,"September 13, 1997",ca. 1960,"Standing three-quarter figure on base, plaque on ground","Figure H: 3'11¼"" W: 2'10"" D: 1'10""; Base H: 3'8½"" W: 2'5"" D: 1'11¼""; Total H: 7'8¾""; total weight: 2,700 pounds",CPF Endowment,Figure and plaque: bronze; base: Brazilian green granite (verde lavros),,,Ivan Mestrovic,Jan Hird Pokorny,The New York Philharmonic and the Dvorak American Heritage Association,Y,"$38,000 contributed by Stuyvesant Park Neighborhood Association Inc. to maintenance endowment with City Parks Foundation; SPNA to add $2,000 annually for six years beginning in 1998",01/20/1998,,,Y         ,,,," Composer/Musician, Portrait, Sculpture","Pedestal: ANTONIN DVORAK / 1841 - 1904  Plaque in ground: GIFT OF THE / NEW YORK PHILHARMONIC / AND THE / DVORAK AMERICAN HERITAGE ASSOCIATION / TO THE / CITY OF NEW YORK / 1997 / THIS BRONZE STATUE BY IVAN MESTROVIC (1883-1962) WAS COMMISSIONED BY THE CZECHOSLOVAK / NATIONAL COUNCIL OF AMERICA AND PRESENTED TO THE NEW YORK PHILHARMONIC IN 1963. IT WAS / PLACED HERE BY THE DVORAK AMERICAN HERITAGE ASSOCIATION AND THE STUYVESANT PARK / NEIGHBORHOOD ASSOCIATION TO HONOR THE GREAT CZECH COMPOSER ANTONIN DVORAK, WHO LIVED / FROM 1892 TO 1895 IN A HOUSE THAT STOOD AT 327 EAST 17TH STREET. THERE HE COMPOSED THE / SYMPHONY NO. 9 (""FROM THE NEW WORLD"") AND OTHER MASTERPIECES, MANY OF WHICH WERE / INSPIRED BY, IN HIS WORDS, THE ""NEGRO MELODIES"" AND ""AMERICAN INDIAN MUSIC"" THAT HE ADMIRED. / FUNDS TO ERECT THIS MONUMENT WERE RAISED BY PUBLIC SUBSCRIPTION. / "
public school #13,,1248,N,the Bronx,,,0,0,WILLET AVE. AT 216TH ST,Y,1910,,tablet,,,bronze,gorham co.,,,,"gift, $135.",,,07/01/1993,,,,,,,,
Anzio Beach War Memorial,,2107,N,Staten Island,,,,,Snug Harbor Cultural Center (near Playhouse),Y,ca. 2010,,Four piece polished granite set with attached bronze plaque and polychrome etchings,"H: 6' L: 7' Weight: 6,104 lbs",,"Black granite and bronze, polychrome",,Artist's Memorial Monuments,,,"Anzio Beachhead Veterans of WWII, Inc.",,,,,,N         ,,,$17850,,
Appellate Court Building,,41,N,Manhattan,,,5,2,APPELLATE COURT BUILDING; Madison Avenue at 25th St.,Y,1899,,full standing sculptures,see indiv. listings,,"North Adams, MA marble",,,see memo,,"mayor appropr. $250,000",,,07/01/1993,,,,,,, Sculpture,"LIST OF WORKS AND ARTISTS ALFRED THE GREAT     HARTLY AUTUMN                         CLARKE CONFUCIUS                    MARTINY FORCE                       RUCKSTUHL JUSTICE                     FRENCH JUSTINIAN                 BUSH-BROWN LOUIS IX                     DONOGHUE LYCURGUS                  BISSELL MANU                           LUKEMAN MOHAMMED                LOPEZ MORNING & NIGHT     SCWARTZOTT MOSES                        COUPER O'CONOR                   MACDONALD NOON & EVENING    SCHWARTZOTT PEACE                      BITTER SOLON                     ADAMS SPRING                    CLARKE SUMMER                    CLARKE TRIUMPH OF LAW     NIEHAUS WINTER                    CLARKE WISDOM                    RUCKSTUHL ZOROASTER              POTTER SEE: CATALOGUE OF WORKS OF ART,  P. 144-152  SEE; INDIVIDUAL LISTINGS"
APPEND,,831,N,the Bronx,,,1,17,"BRONX BOROUGH COURTHOUSE; brook ave, 3rd ave, sth of e. 161st st",Y,1910,,statue,,,tenessee marble,,,g.e. roine,,purchase  $4000,,,07/01/1993,,,,,,,,SEE PHOTO ON P 557 AIA GUIDE TO NEW YORK CITY
Arbitration Rock and Plaque,Arbitration Rock and Plaque,42,Y,Queens,,,5,30,"north of Flushing Avenue, west of Onderdonk Avenue",N,1769,1769,boulder and separate plaque,,,,,,,,,,,07/01/1993,,,,,,,,"boulder (?): ""THIS ROCK MARKED THE BOUNDARY BETWEEN NEWTOWN AND BUSHWICK WHICH / WAS IN DISPUTE FROM 1660 TO 1769 WHEN IT WAS SETTLED."" "
Archimedes,Archimedes,43,N,Brooklyn,,,0,0,"Brooklyn Technical High School, Flatbush Avenue and Concord Street",Y,1934,1934,relief plaque,,,,,,W. Bimel Kehm,,,,,07/01/1993,,,,,,, Sculpture,
Archimedes,Archimedes,1851,N,Brooklyn,,,0,0,"Brooklyn Technical High School, Flatbush Avenue and Concord Street",Y,1934,1934,relief plaque,,,,,,W. Bimel Kehm,,,,,09/18/2001,,,,,,,,
Architecture,Architecture,44,N,Manhattan,,,1,1,"Surrogate's Court/Hall of Records, 31 Chambers Street, Centre Street façade, chief cornice, eighth from left",Y,1905,ca. 1905,female figure (heroic scale),,,Westerly granite,,,Philip Martiny,Horgan and Slattery,"$75,000 (total for all 47 sculptures originally in and on Surrogate's Court/Hall of Records); purchase",,,07/01/1993,,,,,,, Sculpture,
Argonne-Marine Memorial Oval Marker,Argonne-Marine Memorial Oval Marker,45,Y,Brooklyn,Gerritsen Beach Park,B057,18,0,Burnett Street and Whitney Avenue,Y,"May 30, 1971",ca. 1971,Marker,"H: 1'10"" W: 2'6"" D: 2'",,Barre granite (honed finish on face),,,,,"Argonne-Marine Park Post No. 107 and Ladies Auxiliary, Veterans of Foreign Wars of the United States",,,07/01/1993,,,Y         ,,,, War Memorial,"DEDICATED ON MAY 30, 1971 / BY THE ARGONNE MARINE PARK / POST NO. 107 OF THE V.F.W. / AND ITS LADIES AUXILIARY / TO THE MEN AND WOMEN / OF THIS COMMUNITY / WHO GAVE THEIR YESTERDAYS / TO INSURE OUR TOMORROWS. / "
Aristotle,,2069,Y,Queens,,Q436,,,Astoria; 30th Avenue between 29th & 30th Streets,Y,"April 5, 2008",,Bronze bust on granite pedestal,"Bust, H: 34"" W: 25"" D: 16; Sub-base, H: 3.5"" W: 15.25"" D: 12.75""; Pedestal, H: 5'",,Bronze and Cold Mountain Green granite,,,George V. Tsaras,"Pedestal: Chris Vilardi, Artistic Solutions, Inc.","The People of Chalkidiki and Athens Square, Inc.",,,,,,Y         ,,,,,"ARISTOTLE / A GIFT FROM THE PEOPLE OF / CHALKIDIKI, GREECE / TO THE PEOPLE OF / THE CITY OF NEW YORK / VASILIOS VASILAKIS / GOVERNOR OF CHALKIDIKI / MICHAEL R. BLOOMBERG / MAYOR OF NEW YORK / 2008"
